내용,평점,공감수,작성일
노잼 양산형게임. 이런게임을 대작이라고 내놓는거 부터가 게임회사가 질이 떨어지고있다는게 보임. 게임을 만드는게 아니라 그냥 그래픽좀 다르게해서 과금할거 뽑아내는 공장같음,1.0,0,2019-11-9
분명 그래픽 좋아보였는데 까보니깐 별로네요... 지금까지 만든 동류의 넥슨게임이랑 도대체 다른점이 어딘지도 모르겠네요... 이게임 어쩌실 생각이신지...,1.0,1,2019-11-7
또 점검하고 업뎃받고 또 안들어가지네 점검만 하면이러네?지우고다시깔으라고?점검끝날때마다 다시깔아? 데이터는 남아도냐?,1.0,0,2019-11-12
"음 넥슨은 대한민국의 유저성격과 취향을 잘 모르는거 같아요 케릭터들이 개성이 너무없어요 다 팔등신에 잘생긴케릭인데 실제 유저들은 개성있는 케릭을 원하고 지금같이 평범한 케릭은사실 조금 키우다 안하죠 하고싶은 마음이 없어지게 만드는거죠 애착이 안생긴다 해야되나 잘생긴 케릭이 거대망치와 워로드의 칭호라 전혀 와닫지도 어울리지도 결국 흥미도 떨어지게 만든게임은 흥할수가없죠 엑스, 카이저와 비교해도 이게임과 크게 다른게 없어요 중국형양산형게임이란 오명이 붙지않게되길 그리고 열심히 만들었지만 유저들이 무엇에 흥미가 끌리는지 분석을 먼저하고 ...",3.0,0,2019-11-13
"역시나 노가다 게임... 그래픽 좋고, 구성 좋고, 그러나 사냥에 사냥. 아이템 먹기 힘들고 이동하는데 힘들고 즐길거리가 적은 것 같음.",3.0,0,2019-11-13
무과금도 시간만 충분히 있다면 벽없이 할수있는 게임인거같아요. 레드잼도 어느정도 되면 현질안해도 거래로인해서 구할수있어서 굳이 많은 현질유도도 없이 괜찮은거 같습니다.,5.0,0,2019-11-13
회원가입을 해서 로그인할려고하니 비번틀렸데  비번찾기하면 아이디가 없데...다시 가입할려고하니 사용중인 이메일이레.. 어떻게 하라는거야??,1.0,0,2019-11-14
아직은 초반이라 장비에 대한 압박감이 있지만 다양한 사냥터가 많아 지루하진 않네요. 미래지향적인 게임이 될듯 합니다.,5.0,0,2019-11-13
재밌다. 아쉬운 부분도 분명있지만 차차 개선될거라 생각된다. 이 정도 게임인데 평점은 왜이래? 넥슨이면 무조건 까는건가?,5.0,0,2019-11-13
게임이 이쁘고 아름답고 좋습니다.너무 재밌게하고있어요 다만 메지션 스킬표현이 너무 단타성이고 좀더 광범위하게 파워풀하게터지도록 개선해주셨으면 합니다. 좋은게임감사합니다^^,5.0,0,2019-11-14
부지런하면 무과금으로도 고퀄리티 그래픽 게임이라 할만합니다. 하루 23 시간 정도이면 34일이면 1만 투력 달성 가능.,4.0,1,2019-11-13
방금 시작했는데 타격감도 나쁘지않고... 초보유저들도 쉽게 성잘 할 수 있는 것 같은 느낌이 드네요.... 오랜만에 재미있는 게임만나서 좋아여,5.0,1,2019-11-15
한마디로 두번다시 하고싶지 않은 게임이네요 희귀템이 3강부터 터지는건 전세계 어느나라에도 없는데 영웅템 전설템이면 이해가 간다고 쳐도 희귀템이 3강부터 터지는데 하고싶은 사람은 없을듯,1.0,0,2019-11-15
게임은 잘 만든거 같습니다 다만 파티사냥시 드랍되는 아이템 랜덤으로 들어가게 하는것과 경치 파티원 분배 그리고 카오시 죽었을때 장비 떨구는것까진 괜찮은데 복구는 안돼게 하는것과 보스 잡을때 기여도순은 아닌것 같습니다 랜덤으로 먹을수있게 하였으면 더 대박 날거 같습니다 아차 그리고 개인거래 아님 지정 거래라도 그리고 반지 창고에 맞겨지게 해주세요 다른 케릭 갈아탈수 있게 말입니다 그리고 몹들 선몹으로 했으면 좋겠습니다이런점 시정 한다면 대박 날거 같네요,4.0,0,2019-11-24
특정 퀘스트에서 계속 튕김 현상이 있어서 게임진행이 안되네요.같은 게임을 하는 지인도 동일 퀘스트에서 튕김으로 게임 강종당하니 게임할맛이 안납니다.도대체 뭐가 문제인지 모르겠네요.,1.0,1,2019-12-1
리니지2M 보다 나을줄이야 1. 최적화 잘되서 폰 차가움. 린2m 폰이 터질꺼같음. 2. 랙 없음. (린2m 노트9인 인데 끈기고 튕김) 3. 무과금도 그냥저냥 할만함. 노력하면 되는편. (린2m 포기. 현질안하면 전직불가그래 뭐 변신이니껜) 4. 드랍률 너무높아서 거래소 시세 무너짐. (이건 리니지 좀 보고배우셈. 녹템 고강노리는 분들도 많은데 파템간에 그레이드 두는건 오바였음.) 5. 직업간 밸런스 심각함. 엑슬러 워로드 하면 망함. 6. 유저가 아직 적다. 서버수용량도 문제다. 유저 얼마안되는데 체...,5.0,1,2019-11-30
재밌고 다 좋았으나 어느샌가 게임 접속하려하면 계속 게임이 종료되더라구요.. 지금 게임 이용을 못하는 상태여서 이렇게 글 남겨봅니다.,3.0,0,2019-12-3
접속 안됨 현상 모바일 이외 테블릿에서 최적화 후 팅김 현상이 지속되고 있습니다 핸드폰 접속시 정상 확인 했으나 테블릿으로 접속시 최적화 후 지속적으로 팅김 현상이 일어나고 있으니 개선이 필요 합니다,3.0,3,2019-12-26
시작도 못함 다운로드가 50프로에서 -20프로? 도대체 마이너스는 뭐 해괴하다,1.0,0,2020-1-20
"튕김니다,몽틈 이용시 튕김니다 겔10유저임다 ",5.0,0,2020-2-10
게임다운받고 데이터다운받고 계정연동하기도전에팅궈버림,1.0,0,2020-4-5
솔직히 게임 잘만들엇어요 아직 래밸이 낮아서 그런데 나중에 뭐 얼마나 다를지 모르겟지만 게임을 천천히 한두달해봐야 진정하게 재미를 느낄수잇지않을가요?? 저는 여자친구랑 서로 파티사냥퀘스트 같이 하는데 여자친구가 너무 이쁘다고 몬스터 조각 모으는재미가잇다구 재미잇게 하구잇어요 솔직히 남자입장에서는 배경이 너무 맘에들어요 약간 좀 아쉬운건 매지션은 여자만잇다는거 전원래 남자법사 좋아햇는데 캐릭터 성별이 딱 정해져잇다는게 아쉽네요 근데 아쉬운데로 해도재미는잇어요 그 나중에는 결혼시스템도 해주시고 성별 바꿀수잇게 현질로할수잇게든지 게임머...,5.0,1,2019-11-9
출시일에 접속도 안되더니 매일 같이 점검만 해대고 양산형 게임인데 참 기대에도 못미치는데 점검을 이렇게하면 보상이라도 잘줘야 유저들이 안떠나지 보상도 별 필요없는거 돈안되는것만 주고 최악의 운영임 리니지2m나온다니 급하게 출시한거 같음,1.0,0,2019-11-9
진짜 중국 게임보다 현질 유도 심합니다. 20렙 넘어서는 몹잡는데 기본 30초입니다. 현질유저랑 차이는 당연 따라 잡을수도 없는 수준입니다.,1.0,0,2019-11-7
타격감 하나 없는 종이장 캐릭에 양산형 자동게임 진행방식. 몇년전에 나왔을 법한 그래픽이라 보는 맛도 없음. 역시 넥슨! 혹시나 했는데 역시나였어,1.0,13,2019-11-7
저만그런지모르겠는데 지도나 다른아이콘 들어가면 운좋을땐 멈쳤다가 들어가지고....거의대부분은 게임에서 튕기네여.그냥 게임 하지말란건가요...,1.0,1,2019-11-9
트라하에이어.....트라하보다는 조금낫다. 전체적으로 왜케 뿌연느낌인지. 그래픽 최상으로해도 쓰레기같은 비쥬얼. 대비도 좀 잘잡자. 타격감도 구리다...몹몰이도 안돼. 세시간만에 아웃,1.0,7,2019-11-7
세션이 만료되어 타이틀로이동?수십번눌러도 같은현상 접속안됨 사전예약 구글마켓에서 하였으나 사전예약한적이 없다고 뜸. 그럼 이게임은 시작조차 못한다는 것임?,1.0,8,2019-11-7
"누군가 그러더라. 게임이름이 V4인 이유는 검은사막 모바일, 리니지m, 리니지2레볼루션, 오버히트를 컨트롤+cccc해서 컨트롤+vvvv했다고. 근데 해보니 알겠더라. 설치해서 딱 16렙 키우고 바로 삭제했다. 별점주기도아깝네.....",1.0,0,2019-11-11
"게임실행후 블루투스 이어폰 연결시 소리가 매우 심하게 끊기며 들립니다, 그리고 연결을 해제한 후에도 증상이 지속됩니다.",5.0,0,2019-11-8
해머로 휘둘러도 주위의 몹이 다 맞지 않고 한놈만 맞는 이상한 스킬 타격감은 게임 삭제할때 누르는게 더 타격감이 있습니다. 그 놈의 1위는 뒤에서 1위인가요?,1.0,0,2019-11-9
살짝 수동조작감이 구림.손가락을 크게 움직이지 않아도 캐릭터가 움직였으면 좋을듯합니다.그리고 몬스터 사냥할때 가까운 애들부터 사냥하게 해줬으면 좋겠네요.자꾸 멀리있는애 사냥하러감...,5.0,0,2019-11-10
무과금으로도 즐기기 충분한 게임은 정말 오랜만인듯 합니다. 물론 후반부로 가면 과금이 따르겠지만 충분히 가치가 있을듯..,4.0,1,2019-11-13
사람들과 거래소가 아닌 따로 교환이 있엇으면 좋겟습니다 친구나 아는지인들과 거래를 할수있게 그런시스템도 넣어주세요  아 그러고 엑슬러 너무 약해도 몬스터 잡고있으면 원거리들이 다잡아서 때리지도 못하고 달려만 다녀요 ,5.0,1,2019-11-13
어중간한 레벨일때에 콘텐츠가 모호하네요..좀더해봐야알겠지만 자동사냥과 퀘스트진행만 주가 되는 느낌이 강합니다. 그래도 전반적인 플레이는 만족합니다.,4.0,1,2019-11-13
자동 퀘스트를 할때 하나 끝나면 다시 해야하고 또 하나 끝나면 또 다시 하나 클릭해야하고 그게 짜증나요.. 근데 겜 퀄리터나 난이도 그런건 좋아요.,4.0,1,2019-11-14
"흠,,게임 플레이를 해보니 좀 밋밋하고,,검은사막처럼 스킬한방에 확!!!쓸어버리는 이런 시원한 스킬이 없네요,,타격감도 별로구요,,",2.0,0,2019-11-13
"무과금유저도 충분히고려해서만든게임은 인정합니다. 다만 장비가깨지는거에 익숙하지않은유저라? 힘들게세팅한장비가 날아가고나니, 다질럿는데 다날아가서  게임걍 접게되네요...",2.0,0,2019-11-18
첫 실행에 넥슨로고 나온후에 음악이 나오면서 검은화면만 계속 나오고 진행이안되네요. 안드로이드8.0버전 태블릿입니다.,1.0,0,2019-11-9
"갤S10+사용자입니다. 렉없이 잘돌아가며, 뭐 타게임 비해 일단 그래픽 너무 좋네요.  스토리 등등은 좀더해봐야 알겠지만, 현재까진 너무 잼있음. 밤낮 고생하는 개발자님들 만든다 고생했어요.",5.0,0,2019-11-8
게임자체는 나쁘지않은데 시점이나 광고영상보다 아쉬운 그래픽이 아쉽다 풀옵기준. 폰사양에따라 제한이걸린걸수도 있으나 아쉬운부분,5.0,1,2019-11-10
확실히 타격감도 있고 액션뷰로 게임하면 재밌긴한데 랩올리는게 너무힘드네요 그리고 상점에서 판매할때 한개씩 판매해야되서 번거롭네요 글고 현질 유도가 심한거 같내요 ,4.0,0,2019-11-11
문제점. 법사케릭을 하는 이유가 범위랑 몰이 사냥인데 이게임 법사는 몰이사냥도 안돼고 1:1 사냥임 스킬 이펙트는 범위 이펙트 인데 실제론 한명이고..몹이 붙어있어도 한명만 맞음. 가방 무게도 퀘스트로 받는 물약만 있는데 가방 무게 초과됨...결국 현질하라는 거임...1점도 아깝다,1.0,1,2019-11-8
"다른게임이랑 똑같아요 현질유도, 자동사냥, 탈것, 펫, 가방무게, 스킬 등등 v4만에 특별한 점은 일단 하나도 못느끼겠어요",1.0,1,2019-11-9
모든 카메라뷰가 각각의 매력이 있어 전투의 지루함이 없습니다. 또한 빠른 피드백을 통한 최고의 운영이 게임 재미를 더욱 증가시키네요!! 재밌습니다.,5.0,1,2019-11-15
2랩부터 탈것 뽑기시켜주는 게임 애초에 탈것까지 현질시킬려고 하는 돈슨의 위엄 게임의 특징도 없고 그래픽도 별로고..버벅거림 카페에 안좋은글 삭제하기 바쁜 돈슨^^ 적당히 현질유도하자 ^^,1.0,0,2019-11-7
접속이안되네요 노트8쓰고있는데 여정이시작됩니다! 보는순간 홈화면으로 이동합니다 저만그런것인지 아니면 시스템 문제인것인지 알고싶어요,1.0,1,2019-11-8
폰 발열이나 렉같은 최적화는 잘되어있으나.. 태블릿PC쪽은 신경쓰지않으신거같네요.. 태블릿PC쪽도 최적화 부탁드립니다..,4.0,0,2019-11-10
다른장르의 게임을 많이 접하지는 못했지만 개인적으로 나름 재미있어요. 그래픽도 좋고 타격감도 있고 술술 잘 풀어 나가는 재미가 있네요. 번창하세요.,5.0,0,2019-11-13
개 씹 노잼 ? 다 비슷비슷한 게임 비슷하게 찍어다 내놓으면 뭔가 달라지나? 듀랑고 접고만든 게임이 이거냐?넥슨 그냥 아예  망했누 폭삭망해서 파산해라 듀랑고접은 벌이다 여기 평점 쥰나 낮으니 별5개알바 초빙함?니들이 에이스침대냐 그런다고 같은 평점이 높아지누? 그냥 회사접어라 글고 리니지를 잡겠다고?  야 듀랑고같은게임도 하나 건사하지못하면서 무슨 역대 최고로웃겼다,1.0,0,2019-11-9
"대작이 아니라 대망작인듯내 인생의 일부를 설치, 플레이해보는데 썼다는게 미친듯이 아까움이렇게 못만드는게 더 어렵지않나라는 생각마저 들 정도넼즐겜하세요!! 난 검사하러 간다",1.0,0,2019-11-8
할만한 게임입니다. 그러나 리니지2M 나오면 밀릴수있기에 운영잘하시려면 무과금도 따라갈수있게 잘 해주셨으면 좋겠습니다. 그런점에서 별5개 드립니다.,5.0,1,2019-11-13
사람들이 추천해서 한번 해봅니다. 정말 재밌네요. 전투가 빠르고 렙업도 쉬워서 재밌어요. 초보자도 즐기기 좋은 게임이네요. ^^,5.0,0,2019-11-13
아 사전 예약을 못해서 아쉽네요  그래도 재밌게 하고 있습니다. 그래도 사전예약 보상만큼 여러가지 아이템들 챙겨줘서 좋습니다!!,5.0,0,2019-11-14
음. 강화된 아이템 처리 방안을조금 고려 해주셨으면 좋겠습니다. 패기하거나 잠재력에 너으면 강화된 주문서도 없어져서. 그점이 조금 아쉽내요.,5.0,1,2019-11-13
"솔직히 최악(11/16 수정) 모르실리가 없을텐데요?? 무,소과금은 2030렙때 부터 몹 잡는게 힘들어지고 현질 안하면 진행이 불가능할정도 라는 이야기는 수도 없이 들었을텐데요? 솔직히 이거 할빠에 DX 신세계의전쟁합니다. 그게 컨텐츠나 사냥이나 훨씬 좋으니까요",1.0,0,2019-11-16
팅기지좀 않게 만들어줘요. 뭔 게임이 카톡하나만 읽고와도 팅깁니까. 분단위로 나갔다온것도 아니고 몇초나갔다 왔는데 팅겨서 죽어있네. 이거 개선좀 합시다 좀.,4.0,0,2019-11-14
유저들의 피드백을 적극적으로 빠른 시간 내에 받아들여 수정을 한다는거에 만족스럽고 무과금 유저도 충분히 재밌게 플레이를 할수 있는것 같아 좋습니다,5.0,1,2019-11-14
브이포 많이 기다렸는데 역시 잼있네요. 역시 넥슨!! 짱이에요 아직 초기라 사냥 위주로 하고 있지만 앞으로 길드전도 하고 일들이 기대되요 !,5.0,1,2019-11-13
게임은 재미있어요 그런데 보스몹 잡다가 죽었는데 나중에 보니 pk 당했더라구요 유저에게 공격 당하면 바로 반격할수있는(몹에게 공격 당하면 바로 반격 하더라구요) 키를 설정에 잡아 줬으면 좋겠어요,5.0,1,2019-11-13
솔직히 말해서 게임 질리고 재미가 없네요. 자동사냥게임중에 제일 중요한 게 타격감인데 그것마저 부족하고 검은사막처럼 광역스킬도 없고.. 총체적 난국. 삭제.,1.0,1,2019-12-3
"수풀 끼임버그; 퀘스트 중에 수풀, 바위 사이에 끼어서 못나오고있어요 자동돌리고 자려고 했는데 하..진짜 망작인가요 이거??? 레벨8에 접을듯",1.0,0,2019-12-4
V4 tv광고하길래 다운받다서 해받는대 결론은 버킹검 이내 진짜 해도 너무하내 화면 및 스킬 배경 소리 까지 검은사막 그래픽 실망이내 더할말 없고 다른 신작 게밈 찾자하는게 정답일뜻 하내요(검은사막.듀랑고)고대로 합처 놓은 게임 10분하다 케삭 및 계정삭제 별하나라도 아깝내,1.0,0,2019-12-5
넥슨이 서비스와 게임 운영에서 지적되던 문제들을 조금씩 고쳐가고 있음을 V4를 통해 느끼고 있습니다. 지금처럼만 운영부탁드립니다. 서버종료가 없도록..,5.0,2,2019-12-12
팅김 현상 문제에 대해 게시한지 얼마 안되서 바로 점검해 주신 결과 곧바로 문제가 해결 되었습니다 감사합니다 게임도 잼있고 만족 합니다 고객 응대를 잘 하시는듯 해요 게임 잘 하고 있습니다^^,5.0,21,2019-12-16
브이포 시작하려는 뉴비입니다 게임좀 하려하는데 청불이용제한 다음으로 넘어가면 로비가 나오기도 전에 계속 팅기네요 뭘 하던 끄던 폰 기종 갤럭시노트5 입니다 뉴비유입좀 하려했는데 화만나네요 해결법 없으면 그냥 삭제할까 합니다.,1.0,19,2019-12-27
게임성은 더 해봐야 알 수 있을듯 하지만 50렙까지는 지루하지 않게 키웠습니다 다만 pc 버전에서 마우스클릭 이동이 되게 해주셨으면 좋겠습니다 클릭 이동이 되어야만 진정한 pc 버전입니다,5.0,3,2019-12-21
신서버는 게임한번시작할려면 기다려야함. 튕기면 또 기다림. 기다림의 미학을 가르쳐주는 게임,1.0,0,2020-2-29
혹시하고 가서 역시하고 나오는게임 소통X 노골적인 현질유도 바닥을 기는 확률겜,1.0,0,2020-4-11
세상에.. 안 좋은 건 다 처 집어 넣었네. 고작 희귀 귀걸인데 3강인가 5강에서 강화 실패하니 장비가 터지네. 와.. 강화하락도 아닌 장비가 없어짐  게다가 펫 소환은 시간마다 스크롤 써야되고 도감작에. 에휴 걍 지웁니다. 기대 한 내가 바보지.,1.0,26,2019-11-9
게임 잘 만들었는데 평이 아쉬워서 다시 남겨요 갓겜입니다. 이렇게 길드 파티중심의 게임이 또 있을까요? 현질러와 무과금유저가 적절하게 조화가 되는 갓겜 추천합니다.,5.0,0,2019-11-15
아니..아이디선점해서 캐릭터생성하는데.. 생성제한이라 만들어지지않는게 어딨어요?어처구니가없네..늦게라도 시작해보려는데. .완전 헬이네,1.0,0,2019-11-9
다른건 모르겠고 채팅창 글씨 크기랑 지금 갤럭시탭 사용중인데 블루투스 키보드로 글 입력이 안되네요;; 보완 좀 해주세요.,3.0,0,2019-11-10
물약값이 적어서 자사로 골드버는 재미가 있음 모버일 mmorpg게임의 고질병인 발열이 전혀없고 렉도 적음 물론 여태 나왔던 게임들과 비슷한 부분이 많긴 하지만 V4의 진짜매력은 서버전이라 생각하고있기에 미리 5점줌,5.0,0,2019-11-8
재미도 감동도 없고. 그냥 1시간 하면 안하게 됨. 케릭 3개 키웠지만 20까지도 안키우고 다 접음. 갠적으론 점검조각사가 더 나음. 대작인데 점검조각사보다 못할줄이야...,1.0,0,2019-11-9
접속이 안됩니다 V4 빨간글자로 나오고 난뒤 계속 검은색 화면에서 배경음악만 나오고 다른 화면이 안나오는데 왜 접속이 안되죠?,1.0,2,2019-11-9
폴드사용중인데 폰트가 너무작음 해상도 올려도 개작음 다른게임 ex.엑스.같은게임. 달빛조각사 같은 게임은 폰트가 최적화가 잘됨 눈알 빠질거같아서 못하겠어요,1.0,0,2019-11-7
그래픽은 좋으나 지루하고 따분함 확 하고 싶다는 그런 흥미를 못느꼈음! 기대작이라 기대했는데 충족해주지 못하는 다른겜이랑 비슷했음!,2.0,0,2019-11-8
넥슨은 늘 나를 실망시키지않는다!! 컨텐츠.이벤트 퀘스트 진행등등 찾기간단하고 자동채집까지잇어서 손쉽게 즐길수잇는게임이예요! 난즐겁다!(*0*),5.0,1,2019-11-9
중국산 양산 게임이랑 다를게 없음 그리고 게임에 제발 자동사냥좀 안넣었으면 사냥도 지혼자하고 퀘도 지혼자깨면 유저는 대체 뭐함.....게임을 하는게 아니라 게임을 보는것 같음 그래도 뭥가 특별한게 있겠지 하면서 깔아봣는데 중국산 양산겜이랑 다를게없름 듀랑고나 살려라,2.0,0,2019-11-10
"그래픽, 조작도 모두 우수합니다. 근데 강화 실패하면 파괴되는게 좀 아쉽네요 열심히 강화하는데 아이템파괴되니 짜증도나고요. 아무튼 게임은 재밌어요",4.0,1,2019-11-8
아니 캐릭터 마음에안들어서 삭제하겠다는데 레벨50이하라서 삭제가안된다는게 말이됩니까?? 그리고 33000원짜리 뽑기샀으면 다른게임들처럼 하나정도는 영웅이상 100% 뽑기가능 이렇게 해줘야지 무슨 66000원 질러도 희귀 1개나오는게 말이되요? 누가 돈슨 아니랄까봐 심각하네.. ,1.0,2,2019-11-7
평점바꿉니다.서버안정화가 이제껏 해본게임중 최고입니다.발열안심하고 밧데리 안정적이고 무엇보다 렉이없네요.운영또한 과거의 넥슨이 아니네요 앞으로도 쭈욱 이렇게 하시길바랍니다,5.0,35,2019-11-21
아니 그래픽은 좋고 내용도 괜찮은데 도데체 다른 서버들어가면 캐릭터하고 여정이 다시 처음부터 시작을해? 진짜 이거때문에 망할걸요? 이점은 진짜 고쳐주시면 진짜 갓겜임!,2.0,0,2019-11-7
니네들 돈없냐?? 아니 성우가 몇명분 녹음을 한거야 한사람이 첨부터 끝까지 더빙하면 이게 집중이돼?? 이넘저넘 NPC다 똑같아 음성이 ,1.0,0,2019-11-10
기껏 깔아서 접속할려고 기다렸는데 접속않됨..이시간까지 뭘위해 기다린건지...시작부터 엉망인듯합니다 이정도 운영으로 어떻게 진행 하실껀지 유저와도 약속을 못지키는 ..참대단 하십니다,1.0,1,2019-11-7
mmorpg 게임을 처음 해보지만 생각이상으로 게임이 주는 몰입감이 시간 가는 줄 모르고 밤새도록 했다. 어쩜 이렇게 잘 만들었는지 넷게임에게찬사를 아낌없이 주고 싶다.,5.0,2,2019-11-10
이따우게임 만들지마라 성인인증? 한달씩 몇번을 눌러야 과거 내 생년월일이 나오는건지 왜이리 시야는좁은겨 어딜때리는지 ;; 돈슨게임은 안하는게 답인가보다,1.0,0,2019-11-8
"나쁘지 않고 다 괜찮은데 뭐, 안되다는것들은 지그들 폰이 문제고..저는 재가 건슬하고 있는데 가방에 물약이랑 무슨 주문서 몇개 있으니 가방용량이 거의 다 찬다고 뜨던데.. 가방 기본 용량좀 늘렸으면 좋겠어요..",5.0,0,2019-11-9
오늘 새벽에 업데이트했는데 팅겨요. 몬스터조사 완료해서 주화받을려고 클릭하면 자꾸 팅겨요 몇번을해도 팅겨요. 새로 깔아도 팅겨요,4.0,1,2019-11-12
게임다운로드하고 접속화면에서 '여정을 준비중입니다' 화면에서 넘어가질않아요... 삭제했다 다시다운로드해봐도 그대로;;;;;,3.0,1,2019-11-13
그래픽도 좋고 재미도 있지만.. 장비 획득의 재미가 없어요.. 그래서 과금 유도하는게 너무 뻔하게 보여서 그닥..,1.0,0,2019-11-14
초반이라 아직은....더해봐야할듯하나 탈것이나 소환수 뽑기확률은 역시 안좋은거는 기대를 안하지만 힘들게 뽑아서 합성을해도...답없음 ..,4.0,0,2019-11-13
일단 다양한 플레이를 가능케해서 매우 좋으며 그래 픽이 좋으며 운영능력도 좋다 단점이 잇다면 케시템에 너무 확률이적게 적용한게 나중에 큰 문제점이 될수 있겟다,5.0,1,2019-11-13
그래픽은 때깔 난다. 카메라 시점은 액션모드 도 지원하지만 어차피 자동사냥 할테니 그닥 필요했을까 의문이 들었다.,4.0,1,2019-11-13
일단 그래픽은 최고이고 서버가 너무 안정적으로 돌아가서 마음에들고 이번에 운영 정말 갓운영입니다! 하면 할수록 재미있는 게임이네요  앞으로도 갓운영 부탁드립니다!,5.0,0,2019-11-14
무과금으로도 어느정도 게임을 즐길 수 있습니다!! 과금은 항상 자기만족이니깐요!! 대신 무과금은 시간을 많이 투자해야 됩니다,5.0,1,2019-11-13
캐릭터 이쁘고 액션도 나쁘지 않고 캐릭터 이쁘고..동료나 소환수 있는건 좋은데 비주얼은 캐릭이랑 너무 차이나네요 적어도 희귀부터는 좀 차이가 있었으면 좋겠어요,4.0,1,2019-11-13
타게임보다 확실히 재미나구 구성지지만 아쉬운건 파티할때 번거롭구 쉽지않네여. 파티시스템을 좀더 쉽게 할수 있었으면 좋겠네여.,4.0,1,2019-11-13
몬스터 조사 도감작 중. 트랑제숲부터 시작하려니까 좀 빡셉니다 (아 물론 몹들은 잘죽음) 그런의미로 처음 스토리진행할때부터 같이 밀어줘도 좋음 ,5.0,1,2019-11-13
별 1개도 아까운 게임 뽑기 확률 극악 거기에 합성도 극악 . 필드보스는 돈잇는자들만 먹는거고 무과금은 그냥 증표모우는용도 과금유저들이면 할만할듯 하지만 과금도 거지같은 시스템에 스트레스받는게임,1.0,0,2019-11-15
초반이라 그런지 크게 과금은 하지 않아도 겜하는데 아직까진 무리 없네요. 어떤 게임은 초반에 과금 안하면 진도를 나가지 못하던데..이겜은 할만한거 같아서 ,5.0,0,2019-11-15
좋습니다. 서버도 안정적인것 같고 그래픽이나 시스템에 비해서 매우 안정적이고 튕김현상도 없네요. 무엇보다 게임이 재밌습니다!,5.0,0,2019-11-16
레벨 50부터시작임.. 50까지는 주는 템으로 금방 이지만 이후 강화나 도감작 오토로 계속해야하고.. 특히 강화 질 최악임. 주문서 50장 발랐는데 23에서 1도 안뜨고 다 터짐.. 그냥 케삭하고 지움... 뽑기도 최악.. 모바일 모든게임이 다 이런듯... 궁금하면 하삼..,1.0,1,2019-11-22
전투 자유도도 낮고 자동사냥이 너무 잘되다보니 할게없어서 오히려 재미없음 스토리가 재미있는거도 아니고 퀘스트 내용이 눈에 들어오는것도 아니고 이도저도 아님,2.0,1,2019-11-23
"무분별한 막피를 지향하는 게임, 자사하고있는 케릭 뒤치기로 죽이면 조롱할수있는 권한까지 주어지는 유저간 싸움유발 게임. 좋은점도 많지만 막피 선호게임은 노노하므로 6케릭 55이상 키웠지만 접습니다..",2.0,1,2019-12-6
안녕하세요 타르시5섭 유저입니다. 다름이 아니라 건의할게있어 말씀드립니다 . 지금 저희섭 지코길드가 필드보스통제 신맵통제 화산통제 다 통제해서 할 수있는 컨텐츠가 없습니다. 적대길드도 아닌데 자기네들 통제 구역이라고 그냥 죽입니다. 실제 저희섭 유저들 다 빠져나가고있어요 이건 뭐 일제강점기도 아니고 너무하네요 저도 이런 통제 때문에 게임 그만하렵니다 뭔가 다른 남은유저들을 위해 개선이 필요해보이네요 수고하세요,1.0,4,2019-12-12
"사냥터 통제 , 네임드 통제 , 보스 통제 , 막피 (무작위로 죽임) 참고 하다가 하다가 템 다 처분하고 삭제합니다. 12.12 업데이트 전 까지는 갓겜 이였는데 대규모업데이트 후 그놈의 통제 더러워서 안합니다",1.0,7,2019-12-13
솔짇히 말해 RPG게임을 많이 안하지만 제가 해본 모바일 RPG게임중 최고로 손꼽히는 게임입니다. 누구나 할수있고 무과금유저도 과금유저랑 대등하게 전투력을 올릴수있으며 타격감과 스릴감 그래픽하나 빠지는게 없는 게임입니다.,5.0,2,2019-12-13
"스타터패키지 33,000원을 구매했습니다. 결재완료 메세지까지 카드사로부터 받았는데 인게임에서는 반응이 없습니다. 조속히 해결부탁드립니다.",5.0,0,2019-12-18
업데이트 이후 신규유저들은 접할수가 없고 기존유저들도 과금을 하지 않는이상 전투력을 올릴수가 없음. 결론 돈있는 사람만 할수있는 게임,1.0,1,2019-12-23
다른 게밈과 별 차이는 없지만 불편한건 있어요 이동 문제 이동시 맵 전체른 다니는게 느낌 순간이동 없어서 불편,3.0,0,2020-2-11
30분 해본 결과 그래픽은 최상으로 해도 안 좋고 모션이나 이펙트도 좀 부족하네요. 열심히 만드셨지만 그 이상 하고싶은 생각은 안들어요.,1.0,4,2019-11-7
"재미없어요..지루해요..차라리 2년전의 리니지2레볼루션이 그래픽도, 스토리도, 타격감도..좋은것같아요...많이 실망입니다.",1.0,0,2019-11-8
"일단 전투시스템과 캐시샵부터보셈 오토는 기본, 오늘 출시된 게임인데 밸런스 붕괴급 아이템을 돈 받고팜 미래가 있을거라 생각하고 만든건가?",1.0,0,2019-11-7
서버 다 찼다고 대기하는데 몇분 동안 대기열 줄어드는거 기다렸는데 45번을 계속 튕기네요... 서버 안정화가 시급합니다.,1.0,0,2019-11-7
흑우 아재분들이 좋아할만한 게임입니다. 만약 당신이 시간은 없지만 돈을 버리고 싶다 하시면 이 게임 적극 추천합니다:),1.0,0,2019-11-10
