내용,평점,공감수,작성일
소설 읽으려고 게임 합니다... 흡입력 있는 스토리로 끊을 수 없게 만드는 게임,5.0,1,2019-3-7
게임이재미는있는데 영현질하고노가다해도 확률너무극악무도하넹 확률높은거같기는한데 5성1도안주는건좀..,4.0,0,2019-1-30
요즘 유행하는 게임과 차원이 다른 45성 확률! 진정한 개돼지게임! 하지만 달빠들의 지갑은 열린문이었다....,1.0,1,2019-6-29
뽑기 확률이 너무 낮고 성정석 호부 배포도 너무 적어요 일일 주말 월 미션 추가해서 성정석좀 뿌리던가 80 90렙 달성시 지급 인연 및 보구 업시 지급 등 많이 추가해줬음 하는데 일본꺼라 안되겟죠,3.0,0,2019-9-15
정말 게임 다 좋은데... 5성이 너무 안떠요  멀린과 공명을 그리 얻고싶은데 애석하게도 안나와요..,4.0,0,2019-9-19
마르타(수영복) 인연도 버그있나요?.. 인연렙은 5렙인데 보이스는 인연2에서 멈춰있어요.. 인연3은 보이스가 아예 활성화가 안되어있어요...,4.0,0,2019-10-7
오늘 계속 인증정보가 안되서 게임을 재설치까지 했는데 여전히 인증이 안되고 아예 들어가지 조차 않아요.,1.0,3,2019-10-16
다좋은데 2주년 이벤트인가 그거해서 성정석 뽑기 10분이 맞는지는 모르겟는데 매일 출석햇는데 안주셧습니다만..? 제가 잘못 알고있는 건지요?,3.0,0,2019-11-29
좋은 캐릭터 뽑을 확률이 너무 낮아서 힘들기는 해도 재미 있네요 좋은 캐릭터 뽑을수 있는 확률업 같은 이벤트 진행 해 주시면 감사 하겠습니다,4.0,71,2019-12-31
가면 갈수록 실망이네요 문제점 개선 의지가 없으신건지 아니면 일부러 냅두시는건지 모르겠습니다,1.0,0,2020-2-1
갤탭5e에서 bgm 및 캐릭터 음성이 소리깨집니다 수정 좀 해주세요 다른 어플에서는 정상 작동됩니다,1.0,0,2019-10-27
자꾸 설정오류가 납니다. 다른 유저말대로 해보고 디버깅 꺼보기도 했는데 안돼요,1.0,7,2018-11-6
게임할때 스토리많이보는편인데 정말 잘짜여져있고 시스템같은것들도 잘만들어져있습니다,5.0,1,2019-3-30
오류에요 캐릭터를 강화할려고 하는데 선택창에 그캐릭터가없어요. 파티편성으로 들어가면 있는데,2.0,1,2019-6-3
"솔직히 저레어 서번트와 배포 서번트로 스토리 클리어 가능하고, 피곤한 경쟁이 없어서 덜 꼬움. 하지만 5성 천장이 없는건 좀 꼬움",5.0,7,2019-10-5
1월 27일 로그인중 갑자기 로딩중 튕기거나 무한로딩되면서 일일 로그인 놓쳤습니다.,1.0,0,2019-1-28
5성 확률 넘 슬프다... 차라리 천장시스템이라도 있었다면 아쉬운걸로 끝났겠지만 안 나오면 현타가 온다...,5.0,0,2019-9-6
혹시 계정에 서번트 밑 예장이 불의의 사고로 다갈렸는데 복구 가능한가요.. 닉네임은 다크블랙플래임 입니다..,5.0,0,2019-6-29
가챠 하면 나오는 개념 예정이나 삭제하세요 .. 개념 예정많아도 그 개념 예정 사용한 서번트가 없으면 그것도 못 사용합니다 개념 예정삭제 하세요.,1.0,1,2019-11-16
아니 오산리 인앱업뎃이 진행이 안되요 아저씨들아 껐다켜도 마찬가지고 돈되는거만 빠르게 처넣지 말고 제발 편의사항이나 버그수정같은거도 빠르게 합시다;; 돈밝히는거 티내나 기종 노트7 펜에디션이라 꾸져서 안된단 개소리 안받음,1.0,0,2018-11-30
4성은 잘나와서 좋고 5성도 잘나와서 좋은것 같다. 그대 5성 3개가 나왓는대 다 개념예장이네;;,5.0,0,2019-2-27
"확률은 가챠망겜이라서 그런거니 이 모양인 거고 솔직히 까놓고 한국에 이만한 게임있으면 나와보셈(물론 페그오는 일본겜이지만), 괜히 이런데다 시비걸지말고 다른 게임이나하셈",5.0,0,2018-12-2
정말 이게임은 다좋습니다 퍼주지도 않고 그야말로 정말 제가 원하는 게임이네요 넷마블 앞으로도 잘부탁드려요!,5.0,0,2019-7-27
게임 실행이 않됩니다 보안모듈 오류 라고 뜨는데 제폰에 문제가 있는건가요? ,4.0,0,2019-8-30
"분명히 잔 다르크를 최종재림으로 맞추고 전투에 들어갔는데, 전투 인게임에서는 기본 재림으로 되어 있네요 빨리 고쳐 주길 바랍니다.",1.0,0,2019-11-21
전투도 턴제치고는 긴장감이 있고 전투방식도 튿이해서 재밌는데 일단 기본적으로 fate시리즈가 미연시게임이여서 나처럼 미연시게임을 안 좋아하는 사람들은 별호일수도 있음,4.0,1,2019-11-23
작년부터 그랬는데 크리티컬 스타 얻었을때 10의 자리수 안쓰여지는 버그좀 고쳐주세요,4.0,0,2019-2-7
인증정보를 불러올수 없다고 게임을 다시 시작하라는 안내문만 계속 나오는데 왜그런건가요?? 지우고 다시 받아도 그러네요,1.0,3,2019-3-15
"하다보니 푹 빠지네요 재미있습니다. 특히 6,7특이점 스토리는 정말 재미있습니다.",5.0,0,2018-12-17
사룡백년전쟁 오를레앙을 클리어하러 들어갔는데 터치는 되지만 화면이 계속 멈춥니다 이게 버그인가요?,3.0,0,2019-10-1
제가 계정연동 않하고 하다가 계정연동을 하려니 예전에 다른 폰에서 하던게 불려오고 제가 하던게 사라졌어요 그럴때는 어떻하나요???? 진짜 잔느도 있었고 오지만디아스도 있었는데....,1.0,1,2018-9-28
이번 업데이트 후부터 계속 게임이 로딩중 몀추거나 강제종료됩니다.,3.0,2,2019-5-1
이번에 새로 업데이트하고나서 게임 접속자체가 안됩니다. 빨리 해결좀 해주세요.,2.0,1,2018-11-13
"선생님 이 게임은 이쁘게 포장한 똥덩어리입니다. 이런 게임은 악질 달빠들이 하게 두시고 자리에 누워 귓구멍을 후비는 것이 더 생산적이라고 감히 말해봅니다. 하지만 선생님이 십여년전부터 페이트병, 월희병을 앓던 불치병 환자라면 우선 이쁘게 포장이라도 된 이 똥덩어리 약에 돈을 투자해서 플라시보 효과를 누리시면 되리라 판단합니다.",5.0,40,2019-2-22
성정석 30개 넣고 돌리다가 중간에 꺼졌는데 내 성정석은 이미 사라져서 없고 근데 새 서번트들도 없고 ..... 마음이 아프네요 접시에 코 박으세요,2.0,0,2019-8-15
멀린 가차때 100만+@쓰고 5성 서번트 단한마리도 안나온 극악 앰창겜리니지도 이정도는 아니었다 그뒤로 그동안 꼬라박은거보다 박을게 더 토나와서 손절,1.0,1,2019-8-31
예전에 페그오를 좀 하다 그만뒀는데 오늘 오랫만에 다시할려고 깔았더니 제 구글계정에 있던 페그오계정이 없다고 뜨네요. 어떻게 된건가요?,3.0,2,2019-10-3
내가 한 모바일게임중 2번째로 오래한 게임 일본버전으로 하다 한국버전 나와서 하는데 재밌네요,5.0,0,2019-2-22
진짜 1주년 되서 했는데 재밌네요(다만본계정이 아이폰이라 안드로이드로 못해서 아쉽다만...쩝),5.0,0,2018-12-2
애초에 게임인데 현질유도 있지 당연히 돈벌려고 하는건데...그래도 그오는 현질 없이도 가능..로 괜찮은 애 뽑으면 돌 모으거나 확차때만이라도 하면 5성 끼고 가능...그오 섭종 안할꺼죠..?,4.0,4,2019-4-15
할짓 없을때 시간 때우며 좋아하는 서번트를 뽑고 키우고 스킬 강화하며 즐겁게 하는 게임!,5.0,0,2019-3-18
"모션이나 배틀캐릭터, 보구 모션 일본판으로 빨리 업뎃하세요.",4.0,0,2019-12-11
노트9쓰는데 전체화면 보기로 해도 계속 양옆짤리는데 이거좀 어떻게 해주면 안되나요 엄청 불편한데;;,3.0,0,2019-4-19
몬가.. 몬가 이상함... 킹핫산픽업에 공명이 두번씩이나 나왔는데... 좀 이상하다고 생각 안함?,3.0,0,2019-11-22
진짜 최곱니다! 오류가 많이 나긴 하지만 그때그때 수정해주셔서 딱히 어려움은 느끼지 않았어요!,5.0,0,2019-5-24
게임이 왜 멋대로 지워지나요 두번씩이나 . 데이터무제한도아닌데 참내,4.0,0,2018-10-19
캐릭터도 아기자기하고 스토리보는 재미도 쏠쏠하네요!빨리 5성 나왔으면..!,5.0,0,2019-2-4
카르나 창이 커서 아마쿠사 시로가 앞에 있으면 모델 충돌이 일어나 아마쿠사 다리가 사라집니다 옷만 나와요.... 버그 수정 좀,4.0,0,2019-11-14
업데이트 이후에 2배속하면 제 서번트 보구가 원래속도로 나옵니다 수정좀해주세요(서폿이나 적 서번트는 2배로 나옴),3.0,0,2019-7-28
갓겜인줄 알았는데 패드로 하면 로딩화면에서부터 튕기는 망겜이었네요. 이러고도 돈이 들어간다니 세상말세네요.,1.0,4,2019-9-25
다좋은데 픽업확률좀...10연 모두 예장 실화냐구요 ,4.0,5,2020-1-1
오랜만에 다시할려니 계정연동이 안되네요 어떻게 된건가요,1.0,0,2020-3-12
앱이 플레이 중간 계속 튕겨요 캐시클리어에 앱까지 삭제했다가 다시 깔았는데도 계속 그러네요,4.0,0,2019-9-18
좋은게임인데여 타마모랜서 퀵커멘드에 버그가 있어요 퀵커멘드가 4타공격인데 2대만 때리내요 이것좀 고쳐주세요,5.0,0,2019-1-24
가챠해서 4점줌.. 가챠만 안 하면 스토리도 괜찮고 나름 재미있게 즐길 수 있음.. 가챠하지마셈..,4.0,0,2019-2-18
솔직히 여러 페그오의 악명들이 있지만 솔직히 한국게임들이 할소리는 아니지 밸런스 붕괴도 쉽사리 못잡는 여타 겜들보다 솔직히 좋고 인게임 캐릭들도 비슷한 동류게임들 중에서는 수려한편 솔직히 페그오는 시스템도 잘 갖춰진 수작,5.0,32,2018-11-13
지금까지 한 것들 중에 제일 재밌어요 싸울 때 퀄리티는 조금 부족하고 로딩이 느리긴 하지만 재밌어서 다 괜찮아요^^,5.0,0,2019-12-4
제발 성정석 사용한 양에 비례해서 마일리지같은 시스템좀 만들어줘라 아니면 예장 서번트는 구별해서 뽑게해주던가 그리고 니네 진짜 확률 조작하냐? 돈쓰면 5성 잘나오더니 왜 안나오냐 무과금으로 200개 300새씩 모아서 가챠하는데 너무 지친다,1.0,11,2020-1-2
5성을 무조건 주고 시작 하면 좋을 것 같네요.,1.0,1,2020-5-4
솔직히 진짜 재미없네요.. 그래픽은좋네요 뭐가 재미있다는건지 댓글들 이해가 안되네요 제취향은 아닙니다,1.0,2,2018-9-12
진짜 몽화 같은 편의성 아이템은  출시하면 안되나 아니면 이벤트 속도는 정상적으로 밀고 스토리 하고 서번트 픽업을 빨리 열든가 그리고 가장 큰 문제 가챠..,3.0,1,2019-10-16
다른건 다좋은데 너무 과금유저쪽으로 맟춰둔 티가 팍팍나네요 성정석을 좀더 과금보다는 아니여도 팍팍주세요 아니면 신규유저에게 ssr뽑기권 이라던지,5.0,0,2019-2-17
가챠 확률이 낮지만 정직함 소과금이나 무과금도 충분히 즐길 수 있는 게임,5.0,0,2018-12-31
일섭과 한섭 확률 차이는 좀 문제라 봅니다. 스토리는 좋지만 저런쪽에서 마이너스가 큽니다,1.0,11,2018-12-19
초보자들을 위한 파밍용 캐릭터추천알려주고 재료 파밍 위치도 알려주시면 좋겠습니당..,5.0,0,2019-4-28
최애캐 픽업때 가챠를 조지지만 않으면 스토리 보는 맛이 쏠쏠함 다만 게임성은 자타공인 쓰레기니 게임성 중시 하는 사람은 걸러주셈,4.0,0,2019-1-24
무자본이 좀 빡센거 같긴한데 그닥 전략이 어렵지도 않고 하다보니 스토리보는 재미로 간간히 하기 적당한,4.0,0,2018-11-23
시작이 너무 어렵네요. 솔찍히 하나하나 클릭하는게 귀찮긴 함. 홈피 보면서 공부하고 있네요,4.0,1,2019-1-6
페이스북으로 연동한 계정을 잃어버렸습니다. 덤으로 Id도 잊어버려서 계정을 찾기가 더더욱 힘듭니다. 어떻게 하면 될까요??? 도와주세요 넷마블 분들 마스터 네임은 진무월입니다. 결재 내역도 있습니다.,4.0,3,2019-2-27
아니;;2019년 픽업소환 10회에서 4성이상 확정이라고 되있어서 했더니 다 3성만 나온거뭐죠?;;;,2.0,0,2019-1-6
아니 한번 지웠다가 다시 깔았는데 현질했던 아이디를 찾을수가 없는데;; 복구좀 해주세요 진짜.. 10만원이나 날아갔는데,1.0,2,2019-3-17
게임에서 아이템 모으는 것과 성정석 모으는게 정말 힘들다 그것 이외에는 크게 불편하진 않다.,3.0,0,2019-8-7
오랜만에 열중하게된 게임이었습니다. 평소에도 신화에 대해서 관심이 많아서 호감이 가는 게임이네요.,5.0,1,2019-9-3
꽤 좋긴 한데 원산이 일본게임인지라 그 스타일도 비슷합니다..,4.0,0,2019-10-9
서번트가 다양해서 골라 싸우는 맛이 있어요,5.0,0,2020-2-17
"뉴비,확률을 죠져놓은 게임 유저 뒤치기 장인게임 무과금은 대놓고 꺼지라고 하는 게임 이말들로 이게임의 모든것이 설명이됨",1.0,0,2018-9-30
재료 모으기가 너무 힘들고 메인 스토리도 너무 길고 복잡합니다,2.0,0,2019-2-22
안녕하세요 지금까지 게임을 잘 플레이해오던 유저인데요 오늘 강화할려고 정밀의하산을 찾았는데 서번트를 강화용 재료나 판매하지않았는데 없어졌네요 나름 애정있어서 보구도 5랩 찍었는데 없어져서 허탈합니다 확인 좀 부탁드릴께요 닉네임 : 호조_게e,4.0,8,2018-11-7
19년 와서 버그는 문의를 해도 일주일이상 방치중에 없벤복각투성이인데 일정도 제대로 못따라가고 늦어 아주 운영 개판이고 실망임 아직 안늦었으니 일그오하셈,1.0,4,2019-2-7
서번트들 공격모션 않바뀌나요 일본꺼 이미 몇명 캐릭터들 공격하는게 바뀌어 더데요한그오도 빨리바뀌게 해주세요,5.0,1,2019-7-4
스토리진행시 너무 인터페이스가 느림 또한 자동 전투기능 있었으면 좋을듯..,2.0,0,2019-10-23
구글기프트카드로 잔액 만들었는데 성정석 구매 화면엔 잔액이 안뜨네요?? 어떻게 해야 결제할 수 있을까요?,5.0,1,2018-12-12
채널연동실패라고뜨면서 계정이 연동이안됩니다 빨리 고쳐주세요,5.0,0,2019-4-3
하고 있었는데 군입대한 사이 데이터가 날아갔네용.. 어케된거죠 복구 가능한가요..,4.0,0,2019-4-21
"그 패트와 매트 라는 계정을 쓰다가 페북 계정연동을 눌렀는데 예전에 쓰던 계정으로 가져서 이럴땐 어떡해 하나요,.?",5.0,0,2020-1-10
"지금 CCC콜라보  35,36번 미션이 전혀 열리지 않는 오류가있습니다. 해결부탁드립니다.",1.0,1,2019-5-21
"캐릭터 모으는 재미, 애니메이션, 그림등 다 좋네요",5.0,0,2018-11-13
오늘 데이터 새롭게 다운로드 하고나서 전투할때 슬로우모션처럼 진행되네요 안드로이드 ios동일 증상입니다,5.0,0,2019-7-24
데이터가 다시 돌아 와서 다행 이다... 스토리가 재밌어서요!,5.0,0,2019-9-30
뭐요 유명한 페트캐릭터를 가지고싶다고요? 그럼 가챠를하면되지! 코지로 5성으로바꿔줘!!,4.0,0,2020-5-28
진짜 아쉬운게 현질안하면 5성은 그냥 아 5성이란게 있구나 라는 생각밖에 못하게 해요. 겜은 진짜 재밌는데 ,2.0,0,2018-12-25
이번에 업데이트 하고 나서 게임을 보고 진행을 하는데에 있어서 불편하게 영화보는것 마냥 양쪽으로 공간이 생겼어요.,1.0,22,2019-12-16
살짝지루해질것같은느낌만 빼면 좋은 겜 특히 섫하나 신화에 관심많은저에갠 최적의 수집갬입니다 그리스쪽 영웅들만 재외하고,4.0,1,2019-5-5
캐릭터들 일러부터 목소리까지 다 좋아요...,5.0,0,2018-12-19
업데이트 이후에 타마모노마에 서머 퀵 상태가 이상합니다. 딜이 풀업기준 2000밖에 안나와요,2.0,0,2019-1-22
게임이엄청재밌어요.그런데뱀의보옥같은영기재림재료가얻기힘드네요.이벤트로영기재림재료가나오면좋겠어요,5.0,1,2019-10-27
무과금 하자면 할수있는데 조건이 너무 까다로움 그리고 하는사람 거의 전부가 인데 서번트 가지고싶어서 결국 과금하게되잇음 그렇다고 과금한다고 뽑아지느냐?? 그건또 절대아님,3.0,31,2019-3-13
정말재미있게 플레이 하고있는 덕후입니다만.. 계정탈퇴를 어떻게하는지 알려주세요,5.0,0,2019-3-2
일그오 먼저 했는데 번역이 괜찮게된듯 합니당. 재미있게 할게요.,5.0,0,2018-12-9
효율적으로 하면 좋은 게임입니다. 무과금유저는 그저 공명과 멀린을 위해 뽑기를 기다릴 뿐...,5.0,3,2019-2-22
아니 도대체 보 안 모듈 오류라는 건 왜 아직도 안고쳐진거야!!,1.0,0,2019-6-19
넷마블 신용 받지 못하고 있네  가챠확률조작 가능성이 확실히 존재하지만 그래도 뭐 할 만함,5.0,0,2019-6-20
구글 계정 연동 안되시는 분은 play 게임 최신으로 업데이트 되어있나 체크해주세요.,5.0,0,2019-9-14
각각 서번트가 개성 이 있고 스토리도 재미있고 특히 일러스트 마음에 듬니다,4.0,1,2019-12-29
와! 최고의 갓겜! 이겜을 900일 넘게하고있어요! 페그오를 시작한뒤 200만원이 증발되고 머릿속엔 가챠를하고싶다는 생각밖에 안남았답니다 요즘은 다른사람들에비해 5성이 많이부족한것같아서 두배로 질러야할것같아요 ^ ^,5.0,1,2020-5-22
지금 앱 지웠다가 까는데 다운이 올라가지 않습니다. 어떻게 된건가요? 오류 수정좀 부탁드립니다!,3.0,0,2018-12-19
초보라서 여러무로 어렵지만 천전히하면 수집하는재미가있습니다,5.0,0,2019-6-23
흠 재설치후에 푸쉬알림이 안올땐 어떻게 해결하나요? 설정에 푸쉬알림 전부 설정해둿습니다.,4.0,0,2019-7-29
"길가메시가 너무 예쁘고 아름답고 멋지고 섹시하고 혼자 다하네요 그 미모를 다 담아내지 못하는 그래픽이 살짝 아쉽지만 너무 개쩌는 와꾸라 어쩔수없겠죠 이해합니다 그래픽이 안좋은데도 길가메시와꾸는 빛나니 다행이네요 역시 길가메시! 후.... 길가메시와꾸는 세상을 구할 와꾸에요.... 저 와꾸라면 어떤 쌉소리를 해도 ""그래..저 와꾸값하는거지... 와꾸랑 몸매 매력 다 철철 흘러넘치다 못해 홍슈가 날지경인데 여기서 어 완벽해지면 성배 전쟁이 아니라 길가메시전쟁이 일어날거야""라며 넘길수 있을거에요 결론은 ... 길가메시 사랑합니다......",5.0,3,2019-8-31
게임은 괜찮지만 로딩이 길게느껴지는 편임.,4.0,0,2019-10-18
"절망인 확률,사행성 게임 확률 좀 수정해서 원하는걸 얻게해줘야지 수집게임인데 너무 극악의 확률이다",1.0,4,2019-11-27
아니 구글 플레이 계정도 다 있고 연동도 다 했었는데 휴대폰 고치니까 계정이 없어졌네요 이게 어떻게 됀겁니까,2.0,0,2018-12-29
페이트 시리즈 좋아하고 지갑과 통장 잔고가 충분하다면 재밌게 즐길 수 있습니다. 없으면...,5.0,1,2019-2-22
게임이 쉽고 하기도편하고 스토리도 좋은데 지금 업데이트가 않되서 게임을 할수가 없어요,4.0,1,2018-10-26
나는 재미있게 하고있다 근데 내 핸드폰에 5성 서번트가 안나오는 프로그램이 깔려있는듯 1월1일에 확챠 5성 먹고 난 이후 5성은 구경도 못해봤다 젠장 (사실 그 이전에도 멀린 실패함으로써 더 길게 구경도 못하고 있음),5.0,2,2019-2-22
무과금할라야 하지만 뽑기서부턴 과금유도를 하게만든다 성정석을 10모으기도 힘든데30개라니....호부로 뽑을라야 호부답지않는 확률...뽑고싶어도 사람인내심테스트하는 게임.... 내가 과금은 정말 싫은데 이겜은 과금유도가 있으니 점점 싫어진다... 빨랑 이문제점 좀 해결해주세요..유저들만 애탄다,2.0,90,2019-3-26
해보고싶어서 깔았더니 인증 정보를 불러올 수 없다고 튕깁니다. 해결방법 좀 알려주세요.,1.0,1,2019-4-19
제가 외국에서 써서 핸드폰이 2개인데요 결제도 안되고 그래서 안드로이드 핸드폰으로 결제하려고 해도 페이스북계정을 부를수가 없어서 곤란해요 좀도와주세요,5.0,0,2018-12-31
저 게임 연동 잘못해서 계정이 날아갔는데 복구 바로바로 시켜주시고 정말 감사합니다.,5.0,0,2019-5-24
최고의 게임 혜자. 과금로와 무과금러와의 격차가 매우좁음 격차날정도로 돈꼬라박는건 해줘야하는거고 출발선이달라도 과금이 달라도 결국 도찐개찐 갓  겜,5.0,0,2018-9-22
오늘 깔아서 깔고 들어갔는데들어가자마자 튕기네요;; 튕기지만 않으면 재밌는디;; 이거 쫌 고쳐주새여,2.0,0,2018-10-23
재밌게 플레이하고 있습니다.그런데 서버접속불가가 계속 뜨는데 어떻게 해야하나요,5.0,0,2019-8-1
게임안된다 돈벌고싶으면 최적화라도 제대로하던지 휴대폰도 안되고 테블릿도 안되고 욕참으면서 적었다 제대로 좀해라 담에 욕쳐적기 전에,1.0,0,2019-8-2
유사게임. 일본판 리니지m 이벤트 진행을 개찰지게해서 개짜증나니 절대하지마십쇼,1.0,0,2020-1-3
아니 올 11월달 들어서 몇번 업데이트 다운로드 하라늠 겁니까? 벌써3번째 에요 업데이트 하지않으면 게임도 못들어가고 데이터에시간낭비 장난 아니거든요! 좀 얼른 곤쳐부세요,1.0,0,2019-11-16
전부좋은데 페그오에 오토같은 자동전투같은거랑 계속반복해서 돌게하는거 만들어 주셨으면 좋겠습니다!,5.0,2,2019-11-25
하는데 시간이 지나가요. 재미있고 스토리가 재미있지만 이벤트도 재미있습니다,5.0,0,2019-12-16
솔직하게 컨요소가 있다거나 그런건 아님 할꺼 없을때 정줄 놓고 하면 재밌을지도? 그래도 오타쿠 취향엔 그럭저럭 맞는듯,4.0,0,2019-1-14
게임을 삭제했다가 다시 깔았는데 서번트랑 스토리 진행한게 다 날아갔는데 복구방법은 없는건가요?,2.0,0,2019-2-11
뭐랄까 머리조금쓰는 플래시게임 하는 기분인데 재밌어요... 슈게임에 빠져있던 과거의 나를 보는 느낌,5.0,0,2019-8-26
강제성 높은 튜토리얼. 그리고 서포터 사용 강제가 싫습니다.,2.0,2,2019-11-23
나쁜 스트레스가 않쌓입니다 다른 게임은 던전이 있었어 짜증났는대 이건 편안하고 무엇보다 스토리가 매우 좋았습니다,5.0,13,2019-12-16
하다하다 유료재화전용 픽업이 나오다니..,3.0,0,2020-1-5
갤럭시 S10에서 돌리는데 화면이 잘려서 70퍼센트 밖에 쓰지 못합니다,3.0,1,2019-4-5
"무과금으로 하면 은근 괜찮고 과금하면 '어이, 그 앞은 지옥이다.'",4.0,0,2019-1-2
뽑기 확율 좀 올려 주세요 그리고 필사기 를 할려면 그 영웅이 5명이 더 필요해요 다른 조건으로 대체 해주세요,3.0,0,2019-8-9
가챠에 투자만 안하면 스토리가 아주 좋은게임입니다. 가챠만 안하면 가챠만 안하면....,4.0,0,2019-5-24
만족하지만 왜 구글 연동이실패라고떠요 그래서 지금 플레이 못하는중,5.0,0,2019-7-3
업데이트를 누르는데도 업댓이 안돼네요 저장공간도 충분하고 인터넷 연결도 됬는데 왜 안돼는거죠?,5.0,0,2019-4-30
랜토리 평타 중에 발생하는 이펙트가 버그로 깨지네요. 수정해주세요,3.0,174,2019-7-3
진짜 재미있어요. 근데 카드 선택에서 뒤로가기가 있으면 좋겠네요....,5.0,0,2019-6-30
노트 10+ 사용중인데 전체화면 지원 안되나요? 서비스 한지가 언젠데 아직도 이런 기본적인 기능을 지원해주지 않는건지...,1.0,2,2019-12-21
재밌긴한데 특정맵에서 렉이 너무 심한데 설정으로 어떻게 해결 못하나요?,5.0,0,2019-4-23
설정 오류라고 뜨면서 접속이 안되네요 ...,1.0,1,2019-10-29
"페그오 영자님덜 1주년 선물이 그 페이스북,트위터이벤트로만 주는게 아니라고 믿겠슴다.그쵸?1주년이니까?당근빠따더있는거죠?",5.0,0,2019-1-18
캐릭터도 개성있고 좋은데 원하는 캐릭터를 얻는데 많이 힘든게 단점,4.0,2,2018-11-26
갤럭시 탭S4 터치팬이 호환이 되지 않습니다.,2.0,0,2019-5-3
인증 실패라고 뜨며 게임 실행이 되질 않습니다 해결해주세요,4.0,0,2019-10-18
열심히 키운 계정이 사라지고 삭제한 계정으로 바뀌었는데 왜 이렇게 된거죠?,2.0,0,2019-11-26
"이겜은 갓겜이다 4,5성을 가지고 싶으면 이벤트를 열심히 하면 되고 쿠훌린 이나 레오니다스 처럼 쓸만한 1,2,3성 도 있다 그것도 모르면서 뭐만하면 게임 탓을 해 에휴.....",5.0,0,2019-2-12
"확률극악, 사실상 페이트 아이피 빼면 남는게 없는 겜",4.0,0,2020-3-29
이번 이벤트 산타릴리 일곱번째밤을 클러어했는데 백은색티켓이 없습니다 오류 같은데 해결좀 해주세요,5.0,0,2018-12-10
재미있어요 근데 캐릭터 뽑는거 너무한것 같아요 무조건 돈쓰게 만드는 게임 ,5.0,0,2019-5-25
이거 초극대호박촌 업데이트후 승리시 음성이 안나오는데 이거좀 고쳐 주세요,5.0,1,2018-10-27
미중년팟 만드는게 목표!라고 메세지에 적었는데 비속어라고 뜨네요,4.0,3,2018-11-14
죄송하지만 갑자기 서버연결이안된다고하면서 아무리꺼따켜도 안됩니다.빨리 복구하실수있나요?,5.0,2,2019-3-2
구글 연동이 안됩니다. 계속 체널 연동에 실패했다고만 뜨네요,1.0,2,2019-9-3
"쿠훌린 캐스터 프랜드 100만포인트 투자했는데 안나오는데,프랜드 소환도 다른 성정석 소환처럼 서번트와 예장 확률표좀 올려주세요.",4.0,0,2018-10-24
안녕하세요? 구글 플레이를 통해 성정석을 사려고 하는데 잔액이 모자라지 않음에도 불구하고 구매가 되지 않습니다. 1주일 안으로 해결이 가능할까요?,5.0,0,2019-1-4
서번트가 몬스터 죽었는데도 계속 때리는고 빼고는 다 재미있음,5.0,0,2018-11-20
아니 자꾸 설정 파일을 읽을 수 없다고 뜨면서 실행이 안돼요 지웠다 깐것만 4번했는데,3.0,1,2018-9-14
게임이 재미있는데 소리가 안들려요 설정이랑 다 살펴보았는데 소리가 안들려요,4.0,0,2019-2-5
아주 재밌습니다. 다만 서번트 4성 5성 너무 안 나오네요.,5.0,0,2019-5-21
무과금러라도 재밌음. 스토리도 마음에 듬.,5.0,0,2019-2-22
가챠중독만 아니라면 할만한겜 캐릭터들도 좋음 페이트시리즈 덕이면 더 좋아할만한 게임,5.0,0,2019-2-22
그저 갓겜 다른게임이랑 차원이 다른 스토리 퀄리티 재미 걍 딸리는게 처음약간 어려운거말고 없음 걍하셈,5.0,0,2019-5-17
제가 산타 이벤트 교환을 잘 못해서 멘탈이 나가가지고 막 교환을 했는데 벨.리본.별만 다시 원상복귀를 시킬 수 있을까요?오늘 교환한거는 사용하지 않았는데 어떻게 할 수 없을까요?제가 꼭 얻고 싶었던게 있어서.....제발 부탁합니다....갓마블님 부탁합니다,5.0,56,2018-11-20
멋진케릭터 그러나 조작이 카드형식이라 재미가 반감,5.0,0,2019-8-11
구글계정 다른 거 쓰다가 본계정으로 접속하는데 로딩만 계속 뜸,1.0,0,2019-12-14
스토리 제외하면 별루.. 심지어 스토리 연출도 좋은 편은 아니라서;;,1.0,0,2018-10-26
무과금으로 정말 필요한 캐릭터만 뽑는다면 갓겜 현금쓰는 순간부터 개돼지도 우수운 게임,3.0,2,2019-1-28
패치 이후 속도 빨라진게 너무 맘에 들어요 안드로이드 최적화 짱!,5.0,0,2018-10-28
캐릭터와 세계관으로 붙잡고가는 흔한콜렉팅 게임,3.0,0,2019-1-18
자기가원하는 캐릭터를 뽑기가 어려움 예장과 캐릭이 같이나와서 소모성이심함,1.0,0,2019-11-11
스토리가 매우 재밌음 문제는 스토리 다깨고 이벤트 없으면 할게없음...,4.0,0,2019-3-3
구글 데이터 연동이 안되요  복구해 주실수 있나요,2.0,0,2019-8-5
바빌로니아(제7특이점)을 클리어했는데에도 불구하고 점검후에 성정석30개가 안들어와있네요.. 뭔가 문제가 있다면 알려주시고 문제가없다면 최대한 빨리 지급해주시길 바랍니다.,5.0,30,2018-12-20
괜찮은데 성장석을 얻는게좀 어렵씀니다 그것을좀 해결해주세요 무과금으로플레이하는 사람들을위해서라도,5.0,4,2019-3-20
신즈쿠의 라이더좀 하양시켜주세요 처음보는 브레이크 시스템에 좋은 서번트도 없어서 깨기가 너무 힘듭니다 제발 하양좀 시켜주세요,5.0,3,2019-3-1
